time_ms,event,duration(ms),copyKind,data_B,streamId
21121,31,1,-1,0,90
21122,96,4,-1,0,90
21127,90,0,-1,0,90
21123,88,0,-1,0,70
21130,31,1,-1,0,98
21187,82,0,-1,0,82
21150,31,3,-1,0,94
21101,96,7,-1,0,86
21126,31,1,-1,0,78
21192,82,0,-1,0,94
21120,103,0,-1,0,86
21191,32,0,-1,0,82
21121,82,0,-1,0,86
21148,107,6,-1,0,74
21149,14,0,-1,0,78
21150,82,0,-1,0,78
21167,82,0,-1,0,74
21164,82,0,-1,0,90
21133,96,7,-1,0,86
21142,83,0,-1,0,86
21228,103,0,-1,0,94
21151,31,1,-1,0,78
21168,96,8,-1,0,98
21220,59,0,-1,0,165
21230,90,1,-1,0,94
21173,82,0,-1,0,70
21178,14,0,-1,0,98
21148,31,0,-1,0,86
21153,34,0,-1,0,86
21171,59,0,-1,0,139
21247,89,3,-1,0,94
21199,14,0,-1,0,90
21175,14,0,-1,0,78
21176,58,0,-1,0,78
21227,101,0,-1,0,82
21182,59,0,-1,0,130
21178,59,0,-1,0,102
21184,103,0,-1,0,86
21185,82,0,-1,0,86
21178,60,0,-1,0,148
21201,14,0,-1,0,90
21187,96,3,-1,0,98
21203,103,0,-1,0,74
21186,14,0,-1,0,86
21188,32,0,-1,0,86
21195,82,0,-1,0,98
21188,107,8,-1,0,86
21304,58,0,-1,0,94
21200,101,1,-1,0,86
21205,59,0,-1,0,121
21200,101,2,-1,0,98
21224,102,3,-1,0,74
21209,101,1,-1,0,90
21213,96,4,-1,0,90
21210,103,0,-1,0,70
21224,34,2,-1,0,98
21222,83,3,-1,0,90
21296,14,0,-1,0,82
21195,101,2,-1,0,78
21296,94,0,-1,0,165
21232,101,1,-1,0,98
21245,14,0,-1,0,90
21308,60,0,-1,0,111
21240,14,0,-1,0,70
21261,82,0,-1,0,90
21223,94,1,-1,0,156
21221,59,0,-1,0,157
21225,60,0,-1,0,157
21309,94,0,-1,0,112
21226,101,0,-1,0,86
21298,59,0,-1,0,166
21234,14,0,-1,0,86
21248,60,0,-1,0,130
21238,82,0,-1,0,86
21245,59,0,-1,0,102
21241,14,0,-1,0,78
21249,60,0,-1,0,130
21245,94,0,-1,0,103
21250,60,0,-1,0,129
21247,94,0,-1,0,102
21263,14,0,-1,0,86
21283,59,0,-1,0,120
21251,94,0,-1,0,129
21251,60,0,-1,0,129
21283,59,0,-1,0,121
21243,60,0,-1,0,148
21247,94,0,-1,0,103
21252,94,0,-1,0,129
21249,60,0,-1,0,138
21244,94,0,-1,0,148
21248,59,0,-1,0,103
21286,59,0,-1,0,120
21253,60,0,-1,0,129
21304,59,0,-1,0,165
21245,60,0,-1,0,148
21249,59,0,-1,0,103
21246,60,0,-1,0,147
21304,60,0,-1,0,166
21402,90,5,-1,0,94
21287,94,0,-1,0,121
21408,92,0,-1,0,94
21414,14,0,-1,0,94
21414,82,0,-1,0,94
21248,59,0,-1,0,147
21248,60,0,-1,0,147
21290,94,0,-1,0,120
21331,98,0,-1,0,74
21356,14,0,-1,0,82
21258,83,5,-1,0,70
21263,90,5,-1,0,70
21309,94,0,-1,0,156
21291,60,0,-1,0,121
21388,98,0,-1,0,82
21310,94,0,-1,0,156
21333,83,5,-1,0,70
21311,94,0,-1,0,156
21311,94,0,-1,0,157
21312,59,0,-1,0,156
21300,14,0,-1,0,78
21313,60,0,-1,0,157
21326,90,5,-1,0,78
21338,14,0,-1,0,78
21335,99,0,-1,0,86
21390,99,0,-1,0,90
21409,99,0,-1,0,86
21416,5,0,-1,0,86
21337,105,0,-1,0,74
21338,15,0,-1,0,78
21347,5,0,-1,0,98
21347,5,0,-1,0,98
21337,15,0,-1,0,74
21416,5,0,-1,0,86
21404,105,0,-1,0,78
21418,7,0,-1,0,74
21418,5,0,-1,0,78
21419,8,0,-1,0,94
21420,8,0,-1,0,94
21421,8,0,-1,0,98
21424,9,0,-1,0,86
21425,9,0,-1,0,74
21468,8,0,-1,0,98
21469,5,0,-1,0,82
21469,8,0,-1,0,78
21469,5,0,-1,0,74
21470,8,0,-1,0,70
21470,8,0,-1,0,74
21470,5,0,-1,0,78
21474,11,0,-1,0,78
21491,5,1,-1,0,86
21491,9,0,-1,0,98
21562,8,0,-1,0,90
21562,8,0,-1,0,90
21563,9,0,-1,0,78
21563,5,0,-1,0,86
21564,5,0,-1,0,78
21564,11,0,-1,0,86
21564,5,0,-1,0,78
21565,10,0,-1,0,78
21567,5,0,-1,0,90
21567,5,0,-1,0,90
21568,5,0,-1,0,98
21568,12,0,-1,0,90
21568,10,0,-1,0,98
21569,14,0,-1,0,70
21602,5,0,-1,0,70
21572,8,0,-1,0,74
21574,5,0,-1,0,90
21586,8,0,-1,0,82
21586,5,0,-1,0,74
21587,5,0,-1,0,74
21590,10,0,-1,0,78
21592,11,0,-1,0,82
21593,5,0,-1,0,86
21602,8,0,-1,0,86
21602,8,0,-1,0,94
21610,10,0,-1,0,98
21616,8,0,-1,0,78
21616,5,0,-1,0,94
21616,5,0,-1,0,82
21616,8,0,-1,0,90
21616,10,0,-1,0,98
21617,8,0,-1,0,74
21619,5,0,-1,0,70
21620,10,0,-1,0,86
21622,11,0,-1,0,82
21704,5,0,-1,0,94
21704,5,0,-1,0,98
21704,8,0,-1,0,82
21724,8,0,-1,0,94
21727,11,0,-1,0,74
21750,32,0,-1,0,70
21770,34,1,-1,0,70
21726,5,0,-1,0,78
21726,11,0,-1,0,98
21727,5,0,-1,0,90
21786,10,0,-1,0,70
21797,14,0,-1,0,70
21803,62,6,-1,0,70
21819,34,0,-1,0,70
21822,62,2,-1,0,70
21827,36,0,-1,0,70
21730,5,0,-1,0,94
21732,5,0,-1,0,94
21732,5,0,-1,0,98
21733,8,0,-1,0,94
21733,19,2,-1,0,94
21764,35,4,-1,0,90
21734,11,0,-1,0,78
21734,8,0,-1,0,86
21736,10,0,-1,0,86
21774,14,0,-1,0,94
21744,14,0,-1,0,86
21736,35,4,-1,0,74
21744,16,0,-1,0,74
21744,5,0,-1,0,74
21787,14,0,-1,0,94
21797,34,2,-1,0,90
21773,39,2,-1,0,82
21785,36,1,-1,0,98
21777,33,4,-1,0,82
21776,32,0,-1,0,86
21811,35,1,-1,0,90
21791,32,0,-1,0,82
21803,36,1,-1,0,82
21806,14,0,-1,0,74
21813,31,1,-1,0,94
21743,36,3,-1,0,78
21821,34,1,-1,0,94
21813,36,0,-1,0,74
21815,32,0,-1,0,82
21814,32,0,-1,0,98
21815,57,6,-1,0,98
21823,35,1,-1,0,98
21826,14,0,-1,0,74
21778,33,4,-1,0,78
21827,57,6,-1,0,74
21813,14,0,-1,0,86
21815,32,0,-1,0,86
21836,39,0,-1,0,98
21837,32,0,-1,0,94
21837,62,3,-1,0,94
21840,34,0,-1,0,98
21842,36,0,-1,0,94
21836,36,0,-1,0,86
21843,32,0,-1,0,98
21828,31,0,-1,0,70
21837,32,0,-1,0,86
21850,35,0,-1,0,98
21828,11,0,-1,0,70
21831,15,0,-1,0,70
21860,35,0,-1,0,94
21854,62,6,-1,0,74
21843,32,0,-1,0,86
21859,34,0,-1,0,98
21828,57,6,-1,0,78
21836,35,1,-1,0,78
21852,14,0,-1,0,86
21863,31,0,-1,0,82
21864,31,0,-1,0,94
21839,32,0,-1,0,78
21865,35,0,-1,0,82
21866,32,0,-1,0,74
21867,36,0,-1,0,94
21861,31,0,-1,0,86
21835,70,0,-1,0,70
21842,14,0,-1,0,90
21842,31,0,-1,0,90
21870,62,2,-1,0,74
21864,14,0,-1,0,86
21872,36,0,-1,0,74
21872,35,0,-1,0,82
21861,34,0,-1,0,78
21867,36,0,-1,0,86
21859,34,0,-1,0,90
21876,36,0,-1,0,74
21875,67,0,-1,0,94
21877,36,0,-1,0,74
21866,36,0,-1,0,78
21876,69,0,-1,0,82
21869,34,0,-1,0,78
21864,14,0,-1,0,90
21874,68,0,-1,0,86
21877,5,0,-1,0,74
21875,70,0,-1,0,94
21877,76,0,-1,0,82
21875,76,0,-1,0,94
21872,39,0,-1,0,78
21875,70,0,-1,0,98
21878,84,0,-1,0,74
21878,81,0,-1,0,74
21867,32,0,-1,0,90
21875,77,0,-1,0,86
21875,75,0,-1,0,98
21876,71,0,-1,0,78
21877,74,0,-1,0,78
21877,81,0,-1,0,82
21875,79,0,-1,0,98
21877,80,0,-1,0,78
21870,36,0,-1,0,90
21879,82,0,-1,0,74
21877,82,0,-1,0,86
21878,82,0,-1,0,78
21874,70,0,-1,0,90
21875,74,0,-1,0,90
21879,87,2,-1,0,94
21844,31,0,-1,0,70
21849,82,0,-1,0,70
21881,6,0,-1,0,94
21886,88,0,-1,0,74
21852,34,0,-1,0,70
21856,14,0,-1,0,70
21876,82,0,-1,0,90
21862,103,0,-1,0,70
21863,83,0,-1,0,70
21877,80,0,-1,0,90
21864,31,0,-1,0,70
21892,82,0,-1,0,74
21881,83,0,-1,0,70
21895,102,0,-1,0,74
21882,14,0,-1,0,70
21892,96,6,-1,0,70
21904,34,0,-1,0,70
21911,82,0,-1,0,70
21926,96,7,-1,0,70
21899,32,0,-1,0,74
21902,102,0,-1,0,74
21905,89,0,-1,0,74
21891,96,2,-1,0,94
21897,82,0,-1,0,94
21904,103,0,-1,0,94
21934,15,0,-1,0,70
21924,105,0,-1,0,90
21932,14,0,-1,0,90
21932,31,0,-1,0,78
21932,14,1,-1,0,94
21933,96,6,-1,0,74
21943,96,15,-1,0,94
21955,103,0,-1,0,70
21938,83,0,-1,0,78
21967,103,0,-1,0,94
21949,82,0,-1,0,74
21943,103,0,-1,0,90
21942,103,0,-1,0,78
21969,96,6,-1,0,94
21945,34,0,-1,0,78
21946,82,0,-1,0,78
21943,90,0,-1,0,86
21944,82,0,-1,0,86
21987,82,0,-1,0,94
21946,32,0,-1,0,78
21972,14,0,-1,0,74
21972,31,0,-1,0,74
21950,96,2,-1,0,78
21987,90,1,-1,0,90
21993,102,5,-1,0,90
21954,83,0,-1,0,78
22012,82,0,-1,0,90
21955,31,0,-1,0,78
21963,90,0,-1,0,78
22033,82,0,-1,0,90
21973,82,0,-1,0,78
22013,14,0,-1,0,86
21981,101,0,-1,0,78
21990,14,0,-1,0,78
22034,103,0,-1,0,86
21992,96,3,-1,0,78
22001,88,0,-1,0,78
22042,32,0,-1,0,86
21999,83,1,-1,0,94
22003,102,0,-1,0,82
22000,90,0,-1,0,98
22015,101,2,-1,0,94
22000,96,2,-1,0,98
22017,102,1,-1,0,78
22039,82,0,-1,0,94
22001,14,0,-1,0,74
22053,90,1,-1,0,86
22056,32,0,-1,0,86
22064,34,1,-1,0,86
22066,101,1,-1,0,86
22028,14,0,-1,0,78
22013,88,0,-1,0,70
22009,102,0,-1,0,98
22013,82,0,-1,0,82
22016,82,0,-1,0,70
22042,96,8,-1,0,78
22019,90,2,-1,0,70
22036,31,3,-1,0,70
22047,34,2,-1,0,70
22027,32,0,-1,0,74
22013,31,0,-1,0,98
22013,32,0,-1,0,98
22053,59,0,-1,0,148
22016,90,0,-1,0,98
22103,83,1,-1,0,90
22100,102,2,-1,0,94
22102,96,4,-1,0,94
22106,14,0,-1,0,94
22020,89,0,-1,0,98
22104,58,0,-1,0,90
22120,14,0,-1,0,86
22022,31,0,-1,0,98
22070,60,0,-1,0,102
22032,102,0,-1,0,98
22108,94,0,-1,0,120
22068,83,2,-1,0,78
22071,60,0,-1,0,102
22053,60,0,-1,0,138
22052,94,0,-1,0,139
22159,82,0,-1,0,94
22111,101,0,-1,0,90
22042,103,0,-1,0,82
22124,59,0,-1,0,157
22043,83,0,-1,0,82
22089,111,7,-1,0,78
22059,83,0,-1,0,98
22059,82,0,-1,0,98
22179,58,0,-1,0,94
22136,103,0,-1,0,86
22179,59,0,-1,0,112
22142,82,0,-1,0,86
22146,103,0,-1,0,90
22074,94,0,-1,0,103
22150,32,0,-1,0,90
22064,14,0,-1,0,82
22075,94,0,-1,0,102
22163,82,0,-1,0,90
22148,101,3,-1,0,86
22181,94,0,-1,0,111
22167,14,0,-1,0,86
22171,32,0,-1,0,86
22100,102,3,-1,0,74
22076,60,0,-1,0,103
22113,103,0,-1,0,74
22120,94,0,-1,0,148
22077,88,2,-1,0,70
22121,94,0,-1,0,147
22183,94,0,-1,0,111
22187,90,2,-1,0,86
22191,102,3,-1,0,86
22095,98,0,-1,0,70
22107,34,1,-1,0,98
22110,102,1,-1,0,98
22127,14,0,-1,0,70
22127,38,20,-1,0,70
22084,107,7,-1,0,82
22093,101,1,-1,0,82
22153,90,5,-1,0,70
22125,94,1,-1,0,129
22186,60,0,-1,0,120
22118,60,0,-1,0,139
22124,94,1,-1,0,130
22124,94,0,-1,0,148
22186,94,0,-1,0,120
22187,94,0,-1,0,112
22129,60,0,-1,0,130
22187,60,0,-1,0,121
22130,101,0,-1,0,98
22133,96,3,-1,0,98
22128,14,0,-1,0,82
22140,82,0,-1,0,98
22188,59,0,-1,0,120
22208,59,0,-1,0,156
22122,59,0,-1,0,138
22129,89,4,-1,0,78
22259,83,5,-1,0,94
22123,59,0,-1,0,138
22134,83,5,-1,0,78
22132,94,0,-1,0,166
22145,92,0,-1,0,78
22124,82,0,-1,0,74
22210,94,0,-1,0,157
22211,59,0,-1,0,156
22162,111,7,-1,0,98
22173,83,2,-1,0,98
22144,83,2,-1,0,82
22209,99,0,-1,0,78
22142,92,0,-1,0,74
22149,101,2,-1,0,82
22193,60,0,-1,0,129
22259,14,0,-1,0,90
22195,83,5,-1,0,74
22194,60,0,-1,0,130
22200,90,5,-1,0,74
22232,99,0,-1,0,86
22264,14,0,-1,0,86
22264,29,0,-1,0,86
22285,82,0,-1,0,86
22198,59,0,-1,0,130
22199,59,0,-1,0,130
22296,92,0,-1,0,86
22195,59,0,-1,0,166
22197,60,0,-1,0,165
22219,99,0,-1,0,98
22251,38,20,-1,0,98
22277,90,5,-1,0,98
22289,82,0,-1,0,98
22202,94,0,-1,0,165
22203,60,0,-1,0,166
22222,114,33,-1,0,82
22287,99,0,-1,0,82
22212,15,0,-1,0,74
22212,105,0,-1,0,74
22216,15,0,-1,0,78
22289,15,0,-1,0,98
22289,105,0,-1,0,98
22212,15,0,-1,0,74
22299,5,0,-1,0,90
22303,105,0,-1,0,70
22306,7,0,-1,0,98
22306,7,0,-1,0,94
22307,5,0,-1,0,78
22308,8,0,-1,0,78
22309,5,0,-1,0,78
22309,5,0,-1,0,78
22309,5,0,-1,0,74
22310,8,0,-1,0,90
22310,9,0,-1,0,98
22311,8,0,-1,0,94
22311,9,0,-1,0,98
22313,8,0,-1,0,86
22379,5,1,-1,0,78
22379,9,0,-1,0,90
22381,11,0,-1,0,78
22401,5,1,-1,0,86
22472,5,0,-1,0,82
22473,5,0,-1,0,82
22473,5,0,-1,0,86
22475,5,0,-1,0,82
22475,5,0,-1,0,70
22475,10,0,-1,0,94
22475,8,0,-1,0,94
22476,5,0,-1,0,98
22477,5,0,-1,0,70
22477,10,0,-1,0,78
22478,5,0,-1,0,86
22479,8,0,-1,0,90
22479,13,0,-1,0,74
22480,5,0,-1,0,70
22482,8,0,-1,0,70
22492,14,0,-1,0,70
22498,10,0,-1,0,98
22497,5,0,-1,0,74
22497,5,0,-1,0,90
22499,10,0,-1,0,86
22501,11,0,-1,0,94
22506,5,0,-1,0,90
22513,5,0,-1,0,86
22513,8,0,-1,0,86
22513,8,0,-1,0,74
22521,5,0,-1,0,98
22522,5,0,-1,0,74
22523,5,0,-1,0,94
22523,5,0,-1,0,70
22523,10,0,-1,0,94
22523,5,0,-1,0,98
22525,10,0,-1,0,74
22527,5,0,-1,0,82
22528,10,0,-1,0,90
22530,11,0,-1,0,70
22532,5,0,-1,0,86
22534,10,0,-1,0,82
22614,5,0,-1,0,86
22625,5,0,-1,0,70
22616,10,0,-1,0,74
22648,34,2,-1,0,70
22616,5,0,-1,0,98
22666,32,0,-1,0,70
22616,10,0,-1,0,86
22617,11,0,-1,0,78
22619,5,0,-1,0,74
22619,10,0,-1,0,90
22620,10,0,-1,0,90
22678,57,6,-1,0,70
22620,10,0,-1,0,94
22696,32,0,-1,0,70
22621,11,0,-1,0,98
22706,15,0,-1,0,70
22715,14,0,-1,0,70
22719,32,0,-1,0,70
22722,62,2,-1,0,70
22623,10,0,-1,0,82
22730,73,0,-1,0,70
22623,11,0,-1,0,86
22730,78,0,-1,0,70
22624,5,0,-1,0,90
22624,14,0,-1,0,94
22731,82,0,-1,0,70
22624,5,0,-1,0,98
22624,18,0,-1,0,86
22624,15,0,-1,0,98
22624,16,0,-1,0,78
22631,16,0,-1,0,74
22631,16,0,-1,0,86
22634,16,0,-1,0,86
22634,29,0,-1,0,74
22634,38,20,-1,0,86
22634,38,22,-1,0,82
22656,35,4,-1,0,82
22672,36,4,-1,0,78
22676,39,2,-1,0,78
22659,36,3,-1,0,98
22681,36,1,-1,0,74
22665,14,0,-1,0,98
22680,14,0,-1,0,82
22696,31,0,-1,0,94
22697,32,0,-1,0,94
22691,35,2,-1,0,86
22702,16,0,-1,0,94
22703,5,0,-1,0,94
22721,31,1,-1,0,78
22705,32,0,-1,0,94
22713,32,0,-1,0,74
22714,35,1,-1,0,94
22716,14,0,-1,0,94
22724,14,0,-1,0,74
22726,32,0,-1,0,74
22724,34,1,-1,0,94
22734,34,1,-1,0,74
22701,35,1,-1,0,98
22737,39,0,-1,0,74
22726,36,0,-1,0,86
22765,36,1,-1,0,78
22728,31,0,-1,0,94
22731,39,0,-1,0,82
22768,32,0,-1,0,78
22732,32,0,-1,0,82
22695,31,0,-1,0,90
22736,34,0,-1,0,82
22737,36,0,-1,0,82
22741,35,0,-1,0,86
22738,32,0,-1,0,82
22734,31,0,-1,0,94
22757,62,7,-1,0,74
22743,62,6,-1,0,86
22766,36,0,-1,0,74
22731,34,0,-1,0,98
22756,34,0,-1,0,82
22756,35,0,-1,0,82
22768,62,2,-1,0,74
22716,57,6,-1,0,90
22771,32,0,-1,0,74
22753,39,0,-1,0,94
22725,36,0,-1,0,90
22771,62,2,-1,0,74
22755,32,0,-1,0,86
22813,31,0,-1,0,78
22758,35,0,-1,0,86
22813,62,3,-1,0,78
22732,36,0,-1,0,90
22764,34,0,-1,0,82
22764,35,0,-1,0,82
22778,36,0,-1,0,74
22765,31,0,-1,0,82
22762,34,0,-1,0,94
22754,35,0,-1,0,98
22749,34,0,-1,0,90
22754,90,0,-1,0,70
22754,102,0,-1,0,70
22757,36,0,-1,0,98
22757,14,0,-1,0,70
22783,67,0,-1,0,74
22754,36,0,-1,0,90
22758,82,0,-1,0,70
22760,36,0,-1,0,98
22755,62,2,-1,0,90
22765,70,0,-1,0,86
22767,72,0,-1,0,94
22767,73,0,-1,0,94
22767,74,0,-1,0,94
22830,5,0,-1,0,78
22830,78,0,-1,0,78
22759,14,0,-1,0,70
22760,32,0,-1,0,70
22766,34,0,-1,0,70
22765,71,0,-1,0,98
22773,83,0,-1,0,82
22766,83,0,-1,0,86
22775,103,0,-1,0,70
22765,69,0,-1,0,90
22765,70,0,-1,0,90
22765,5,0,-1,0,90
22774,79,0,-1,0,82
22832,82,0,-1,0,78
22766,80,0,-1,0,86
22765,83,0,-1,0,90
22769,81,0,-1,0,94
22767,82,0,-1,0,86
22766,81,0,-1,0,98
22766,85,0,-1,0,98
22805,89,1,-1,0,70
22810,32,0,-1,0,70
22830,82,0,-1,0,70
22839,34,1,-1,0,70
22852,82,0,-1,0,70
22770,82,0,-1,0,98
22793,14,0,-1,0,74
22796,101,0,-1,0,74
22766,82,0,-1,0,90
22775,88,0,-1,0,94
22800,31,0,-1,0,74
22848,83,0,-1,0,78
22805,103,0,-1,0,74
22806,83,0,-1,0,74
22852,14,0,-1,0,78
22864,103,0,-1,0,70
22865,89,2,-1,0,70
22812,103,0,-1,0,74
22856,96,2,-1,0,78
22863,82,0,-1,0,78
22774,14,0,-1,0,86
22774,96,2,-1,0,86
22874,101,0,-1,0,78
22780,82,0,-1,0,86
22884,32,0,-1,0,78
22833,31,0,-1,0,74
22900,82,0,-1,0,78
22900,101,0,-1,0,78
22850,82,0,-1,0,74
22909,34,0,-1,0,78
22911,89,1,-1,0,78
22862,83,1,-1,0,74
22865,107,6,-1,0,74
22935,83,1,-1,0,78
22837,5,0,-1,0,98
22870,105,0,-1,0,70
22899,14,1,-1,0,86
22901,34,0,-1,0,94
22901,96,2,-1,0,94
22920,82,0,-1,0,86
22922,31,0,-1,0,86
22932,101,0,-1,0,86
22905,32,0,-1,0,94
22907,101,0,-1,0,94
22920,14,0,-1,0,90
22923,101,0,-1,0,90
22927,88,0,-1,0,90
22921,82,0,-1,0,94
22930,32,0,-1,0,94
22945,14,0,-1,0,90
22986,82,0,-1,0,94
22968,102,0,-1,0,98
22964,32,0,-1,0,86
22973,34,1,-1,0,74
22981,14,0,-1,0,86
22971,14,0,-1,0,98
22966,101,2,-1,0,70
22985,82,0,-1,0,74
22971,14,0,-1,0,82
22995,90,0,-1,0,94
22983,96,3,-1,0,86
22987,14,0,-1,0,86
22975,96,7,-1,0,90
22994,82,0,-1,0,70
22994,83,2,-1,0,70
22988,94,0,-1,0,138
22980,96,3,-1,0,82
22984,82,0,-1,0,82
22991,94,0,-1,0,139
23002,107,9,-1,0,70
23011,14,0,-1,0,94
22999,103,0,-1,0,74
22998,14,0,-1,0,86
22990,103,0,-1,0,90
22987,82,0,-1,0,98
22990,31,1,-1,0,90
22991,96,5,-1,0,90
22997,90,1,-1,0,90
23014,59,0,-1,0,103
22992,88,0,-1,0,82
22992,89,0,-1,0,82
23022,14,0,-1,0,94
22998,101,0,-1,0,98
23003,90,1,-1,0,90
23016,94,0,-1,0,102
23038,102,3,-1,0,74
23047,14,0,-1,0,94
23047,83,1,-1,0,94
23039,103,0,-1,0,90
23041,82,0,-1,0,90
23010,83,2,-1,0,78
23055,94,0,-1,0,139
23019,59,0,-1,0,102
23029,103,0,-1,0,78
23057,60,0,-1,0,139
23027,83,0,-1,0,98
23021,60,0,-1,0,102
22995,32,0,-1,0,82
23002,34,0,-1,0,82
23058,59,0,-1,0,139
23060,60,0,-1,0,156
23059,34,1,-1,0,94
23057,102,2,-1,0,90
23033,103,0,-1,0,98
23070,14,0,-1,0,90
23060,60,0,-1,0,139
23074,82,0,-1,0,94
23062,102,1,-1,0,86
23068,103,0,-1,0,86
23061,60,0,-1,0,139
23063,94,0,-1,0,147
23062,59,0,-1,0,148
23037,82,0,-1,0,82
23043,90,1,-1,0,98
23064,60,0,-1,0,147
23041,99,0,-1,0,70
23053,34,1,-1,0,98
23064,59,0,-1,0,147
23045,14,0,-1,0,82
23063,82,0,-1,0,74
23065,94,0,-1,0,148
23065,59,0,-1,0,147
23052,90,0,-1,0,82
23120,103,0,-1,0,94
23087,88,1,-1,0,90
23089,89,2,-1,0,90
23092,82,0,-1,0,90
23082,99,0,-1,0,74
23115,90,2,-1,0,86
23122,14,0,-1,0,74
23132,14,0,-1,0,86
23095,90,2,-1,0,90
23142,83,5,-1,0,74
23158,14,0,-1,0,94
23071,102,1,-1,0,82
23132,94,0,-1,0,157
23133,60,0,-1,0,157
23122,34,3,-1,0,90
23125,82,0,-1,0,90
23085,14,0,-1,0,82
23089,98,0,-1,0,78
23135,60,0,-1,0,156
23134,94,0,-1,0,157
23100,60,0,-1,0,130
23161,60,0,-1,0,111
23161,94,0,-1,0,112
23104,96,3,-1,0,98
23136,94,0,-1,0,156
23136,59,0,-1,0,157
23111,83,2,-1,0,98
23147,60,0,-1,0,120
23138,94,0,-1,0,157
23138,59,0,-1,0,156
23148,60,0,-1,0,120
23133,32,0,-1,0,98
23148,59,0,-1,0,120
23112,94,0,-1,0,166
23140,94,0,-1,0,157
23148,101,1,-1,0,98
23140,88,2,-1,0,86
23167,82,0,-1,0,94
23163,94,0,-1,0,129
23163,94,0,-1,0,130
23197,29,0,-1,0,86
23180,90,5,-1,0,94
23121,103,0,-1,0,82
23166,60,0,-1,0,129
23153,82,0,-1,0,90
23153,88,2,-1,0,90
23235,82,0,-1,0,86
23244,90,5,-1,0,94
23250,114,6,-1,0,94
23170,60,0,-1,0,129
23172,92,0,-1,0,90
23204,14,0,-1,0,90
23153,34,2,-1,0,82
23230,90,5,-1,0,90
23165,107,9,-1,0,82
23242,82,0,-1,0,98
23260,82,0,-1,0,98
23177,94,0,-1,0,165
23178,60,0,-1,0,166
23180,59,0,-1,0,166
23183,94,0,-1,0,165
23184,60,0,-1,0,166
23205,114,44,-1,0,82
23283,99,0,-1,0,82
23242,5,0,-1,0,90
23160,5,0,-1,0,74
23161,15,0,-1,0,78
23260,5,0,-1,0,98
23112,105,0,-1,0,70
23160,15,0,-1,0,74
23256,15,0,-1,0,90
23278,105,0,-1,0,78
23302,7,0,-1,0,74
23302,5,0,-1,0,74
23304,8,0,-1,0,94
23304,5,0,-1,0,86
23305,5,0,-1,0,94
23305,8,0,-1,0,74
23305,8,0,-1,0,78
23305,9,0,-1,0,82
23306,5,0,-1,0,94
23311,8,0,-1,0,90
23312,8,0,-1,0,82
23312,5,0,-1,0,90
23312,8,0,-1,0,90
23312,9,0,-1,0,70
23356,8,0,-1,0,70
23356,11,0,-1,0,70
23357,5,0,-1,0,98
23357,11,0,-1,0,98
23363,10,0,-1,0,90
23363,8,0,-1,0,74
23364,5,0,-1,0,98
23364,8,0,-1,0,78
23365,13,0,-1,0,94
23365,5,0,-1,0,74
23366,8,0,-1,0,82
23366,5,0,-1,0,98
23367,8,0,-1,0,86
23367,5,0,-1,0,94
23368,10,0,-1,0,74
23368,11,0,-1,0,98
23369,5,0,-1,0,82
23370,11,0,-1,0,98
23371,8,0,-1,0,70
23373,13,0,-1,0,70
23381,8,0,-1,0,86
23395,5,0,-1,0,82
23406,10,0,-1,0,70
23407,8,0,-1,0,82
23418,10,0,-1,0,74
23418,5,0,-1,0,82
23418,11,0,-1,0,86
23419,5,0,-1,0,74
23421,10,0,-1,0,78
23422,11,0,-1,0,74
23455,9,0,-1,0,98
23521,5,1,-1,0,70
23592,8,0,-1,0,82
23593,10,0,-1,0,94
23593,11,0,-1,0,74
23593,9,0,-1,0,86
23593,8,0,-1,0,86
23601,29,0,-1,0,70
23614,5,0,-1,0,94
23614,5,0,-1,0,94
23614,8,0,-1,0,94
23634,32,0,-1,0,70
23660,35,2,-1,0,70
23673,8,0,-1,0,70
23674,36,0,-1,0,70
23675,5,0,-1,0,70
23686,35,1,-1,0,70
23619,11,0,-1,0,94
23620,11,0,-1,0,90
23621,10,0,-1,0,94
23621,5,0,-1,0,74
23688,10,0,-1,0,70
23690,32,0,-1,0,70
23702,39,0,-1,0,70
23622,10,0,-1,0,98
23719,34,0,-1,0,70
23732,36,0,-1,0,70
23737,31,0,-1,0,70
23744,34,0,-1,0,70
23750,69,0,-1,0,70
23751,76,0,-1,0,70
23624,5,0,-1,0,98
23751,82,0,-1,0,70
23625,14,0,-1,0,90
23625,8,0,-1,0,82
23627,15,0,-1,0,94
23632,16,0,-1,0,94
23627,16,0,-1,0,78
23627,35,4,-1,0,82
23632,10,0,-1,0,86
23635,38,21,-1,0,82
23657,35,4,-1,0,82
23656,16,0,-1,0,86
23663,39,2,-1,0,78
23674,35,2,-1,0,94
23669,33,4,-1,0,82
23666,14,0,-1,0,86
23672,34,2,-1,0,90
23752,82,0,-1,0,70
23680,31,3,-1,0,82
23636,14,0,-1,0,74
23664,39,2,-1,0,98
23696,36,1,-1,0,82
23753,86,2,-1,0,70
23666,14,0,-1,0,74
23702,35,1,-1,0,94
23672,34,2,-1,0,74
23696,31,0,-1,0,86
23697,57,3,-1,0,86
23679,31,2,-1,0,74
23704,14,0,-1,0,86
23695,39,1,-1,0,98
23713,34,1,-1,0,86
23720,32,0,-1,0,82
23728,14,0,-1,0,94
23730,36,0,-1,0,82
23725,35,1,-1,0,86
23706,57,6,-1,0,98
23715,36,0,-1,0,78
