# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
    0     0     2     0     0
