1556973141.7235003,541415185,7265661838
1556973141.8235784,541415653,7265662433
1556973141.9235685,541415879,7265662503
1556973142.023568,541415879,7265662876
1556973142.1236367,541415879,7265662940
1556973142.2236502,541415879,7265663004
1556973142.3236308,541415879,7265663068
1556973142.4236317,541415879,7265663377
1556973142.5263598,541415879,7265663377
1556973142.624253,541415879,7265663377
1556973142.7248523,541415879,7265663441
1556973142.823977,541415879,7265663750
1556973142.9260132,541415879,7265663750
1556973143.0241003,541415879,7265664123
1556973143.124851,541415879,7265664251
1556973143.224337,541415879,7265664251
1556973143.327131,541415879,7265664251
1556973143.4236948,541415879,7265664560
1556973143.526368,541415879,7265664624
1556973143.6239338,541415879,7265664624
1556973143.725398,541415879,7265664624
1556973143.825148,541415879,7265664997
1556973143.9248707,541415879,7265664997
1556973144.0238225,541415879,7265665306
1556973144.1245852,541415879,7265665498
1556973144.226095,541416341,7265665638
1556973144.323579,541416341,7265665708
1556973144.42807,541416981,7265666297
1556973144.5236614,541416981,7265666297
1556973144.6310756,541416981,7265666297
1556973144.7236373,541416981,7265666297
1556973144.8238719,541416981,7265666606
1556973144.9244561,541416981,7265666606
1556973145.0972776,541416981,7265666979
1556973145.1836815,541416981,7265667043
1556973145.2249868,541416981,7265667107
1556973145.324727,541416981,7265667107
1556973145.4238703,541417045,7265667480
1556973145.5241687,541417045,7265667480
1556973145.6243272,541417045,7265667544
1556973145.7301416,541417045,7265667544
1556973145.878002,541417045,7265667917
1556973145.9239016,541417045,7265667917
1556973146.023949,541417045,7265668226
1556973146.1240466,541417045,7265668226
1556973146.2249572,541417045,7265668444
1556973146.3239992,541417045,7265668444
1556973147.6307278,541417151,7265670240
1556973147.8868165,541417151,7265670549
1556973147.9335952,541417151,7265670549
1556973148.0849175,541417151,7265670922
1556973148.21005,541417151,7265670986
1556973148.3220944,541417151,7265670986
1556973148.8345308,541417801,7265671668
1556973148.8413596,541417801,7265671668
1556973148.847799,541417801,7265671668
1556973148.8532107,541417801,7265671808
1556973148.8578348,541419521,7265671878
1556973148.866389,541419521,7265671878
1556973148.87579,541419521,7265671878
1556973148.8804042,541419521,7265671878
1556973148.8859534,541419521,7265671878
1556973148.8907032,541419521,7265671878
1556973148.895027,541419521,7265671878
1556973148.9039838,541419731,7265671878
1556973148.9084136,541419731,7265671878
1556973148.9156651,541419731,7265671878
1556973148.9256341,541419731,7265671878
1556973148.9393358,541419731,7265671948
1556973148.9492373,541419731,7265672030
1556973148.9560196,541419731,7265672030
1556973148.9633183,541419941,7265672030
1556973148.9751527,541419941,7265672409
1556973149.0238721,541423005,7265672549
1556973149.1260457,541423409,7265672887
1556973149.2258325,541423831,7265672887
1556973149.3298829,541424221,7265673167
