timestamp,event,duration,deviceId,copyKind,payload,bandwidth,pkt_src,pkt_dst,pid,tid,name,category
1548903849.602827,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.602827,-1,0.010000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  9| 90|  0|  0|,0
1548903849.702813,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.702813,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.010000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): | 10|  0| 90|  0|  0|,0
1548903849.802819,-1,0.010000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  9|  0| 90|  0|  0|,0
1548903849.802819,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.802819,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903849.902984,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.010000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): | 10|  0| 90|  0|  0|,0
1548903850.002800,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.002800,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.010000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0| 10| 90|  0|  0|,0
1548903850.102829,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.102829,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.202823,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.303001,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.010000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  9|  0| 90|  0|  0|,0
1548903850.402807,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.402807,-1,0.010000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  9| 90|  0|  0|,0
1548903850.402807,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.010000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  9| 90|  0|  0|,0
1548903850.502994,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.502994,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.602823,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.010000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): | 10|  0| 90|  0|  0|,0
1548903850.702817,-1,0.020000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  9|  9| 81|  0|  0|,0
1548903850.702817,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.702817,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.802816,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903850.902806,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.010000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  9|  0| 90|  0|  0|,0
1548903851.003081,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.003081,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.103085,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.010000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  9|  0| 90|  0|  0|,0
1548903851.202819,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,5.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core5 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,6.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core6 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.202819,-1,0.000000,7.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core7 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.302995,-1,0.000000,0.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core0 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.302995,-1,0.000000,1.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core1 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.302995,-1,0.000000,2.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core2 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
1548903851.302995,-1,0.010000,3.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core3 (usr|sys|idl|iow|irq): |  0|  9| 90|  0|  0|,0
1548903851.302995,-1,0.000000,4.000000,-1,-1,-1,-1,-1,-1,-1,mpstat_core4 (usr|sys|idl|iow|irq): |  0|  0|100|  0|  0|,0
